Building ID,Owner ID,zip_code,neighborhood,block,address,building_class_category,tax_class,building_class,year_built,LandUse
17635,O143647,11217,FORT GREENE,2101,21 SOUTH OXFORD STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1930,2
17636,O342171,11210,MIDWOOD,7659,1321 EAST 23RD   STREET,01 ONE FAMILY HOMES,1,A1,1910,1
17637,O143656,11230,OCEAN PARKWAY-NORTH,6591,1447 EAST 9TH   STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1931,2
17638,O242926,11223,OCEAN PARKWAY-SOUTH,7105,1986 EAST 3RD   STREET,01 ONE FAMILY HOMES,1,A3,1925,1
17639,O183047,11215,PARK SLOPE,1088,487 8TH STREET,02 TWO FAMILY HOMES,1,B3,1901,1
17640,O93775,11217,PARK SLOPE,931,435 BERGEN STREET,03 THREE FAMILY HOMES,1,C0,1899,2
17641,O207624,11215,PARK SLOPE,986,398 4 STREET,03 THREE FAMILY HOMES,1,C0,1901,1
17642,O392744,11215,PARK SLOPE,1091,809 8 AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1920,2
17643,O356897,11218,WINDSOR TERRACE,5272,8 EAST 4 STREET,02 TWO FAMILY HOMES,1,B1,1910,11
17644,O217893,11206,BEDFORD STUYVESANT,1760,645 WILLOUGHBY AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1931,2
17645,O382290,11201,BROOKLYN HEIGHTS,252,"25 JORALEMON STREET, 3                   ",09  COOPS - WALKUP APARTMENTS,2C,C6,1907,2
17646,O306670,11237,BUSHWICK,3166,313 JEFFERSON STREET,07  RENTALS - WALKUP APARTMENTS,2B,C1,1910,2
17647,O356894,11231,CARROLL GARDENS,414,297 COURT STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1931,1
17648,O8279,11231,COBBLE HILL,326,272 COURT STREET,02 TWO FAMILY HOMES,1,S2,1931,4
17649,O108189,11201,COBBLE HILL-WEST,299,86 CONGRESS STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2009,NA
17650,O281972,11238,CROWN HEIGHTS,1205,591 FRANKLIN AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C7,1910,4
17651,O108185,11213,CROWN HEIGHTS,1390,1063 EASTERN PARKWAY,07  RENTALS - WALKUP APARTMENTS,2,C1,1914,2
17652,O266886,11222,GREENPOINT,2827,35 NORTH HENRY STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D7,2009,3
17653,O33823,11222,GREENPOINT,2534,302 MCGUINESS BOULEVARD,29  COMMERCIAL GARAGES,4,G9,1931,10
17654,O193412,11235,MANHATTAN BEACH,8754,163 KENSINGTON STREET,01 ONE FAMILY HOMES,1,A1,1935,1
17655,O93791,11234,MILL BASIN,8608,118 INDIANA PLACE,01 ONE FAMILY HOMES,1,A2,1960,1
17656,O108182,11230,OCEAN PARKWAY-NORTH,6533,1140 EAST 8TH   STREET,02 TWO FAMILY HOMES,,,0,NA
17657,O83350,11223,OCEAN PARKWAY-SOUTH,7132,2174 OCEAN PARKWAY,03 THREE FAMILY HOMES,1,C0,1925,1
17658,O167944,11215,PARK SLOPE,988,354 FIFTH STREET,02 TWO FAMILY HOMES,1,B3,1901,1
17659,O233014,11215,PARK SLOPE,1096,413 12TH   STREET,02 TWO FAMILY HOMES,1,B9,1901,1
17660,O281958,11217,PARK SLOPE,937,645 BALTIC STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1930,2
17661,O118667,11215,PARK SLOPE,974,334 2 STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17662,O8270,11217,PARK SLOPE,1058,184 STERLING PLACE,32  HOSPITAL AND HEALTH FACILITIES,4,I9,1931,8
17663,O108176,11215,PARK SLOPE SOUTH,1022,282 11 STREET,03 THREE FAMILY HOMES,1,C0,1899,1
17664,O306647,11232,SUNSET PARK,636,153 20TH   STREET,30  WAREHOUSES,4,E3,1963,6
17665,O167948,11211,WILLIAMSBURG-EAST,2738,336 MEEKER AVENUE,29  COMMERCIAL GARAGES,4,G2,1930,6
17666,O183013,11211,WILLIAMSBURG-NORTH,2363,61 NORTH 1ST   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2008,NA
17667,O167950,11214,BATH BEACH,6437,1818 BATH AVENUE,14  RENTALS - 4-10 UNIT,2B,S9,1920,4
17668,O143677,11209,BAY RIDGE,6042,8611 COLONIAL ROAD,02 TWO FAMILY HOMES,1,B9,1925,1
17669,O332442,11233,BEDFORD STUYVESANT,1664,403 MACON STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1910,2
17670,O356866,11217,BOERUM HILL,393,200 WYCKOFF STREET,02 TWO FAMILY HOMES,1,B9,1899,1
17671,O183003,11201,BOERUM HILL,278,233 PACIFIC STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2010,NA
17672,O157951,11201,BOERUM HILL,280,173 COURT STREET,14  RENTALS - 4-10 UNIT,2A,S3,1910,4
17673,O18672,11219,BOROUGH PARK,5458,1571 51 STREET,03 THREE FAMILY HOMES,1,C0,1920,2
17674,O332433,11219,BOROUGH PARK,5664,1457 53RD   STREET,05  TAX CLASS 1 VACANT LAND,1B,V0,0,11
17675,O292461,11219,BOROUGH PARK,5711,1221 60TH STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1920,2
17676,O392767,11201,BROOKLYN HEIGHTS,267,"119 STATE STREET, 2                      ",09  COOPS - WALKUP APARTMENTS,2C,C6,1915,2
17677,O118689,11201,BROOKLYN HEIGHTS,208,"2 MONTAGUE TERRACE, 7A                   ",10  COOPS - ELEVATOR APARTMENTS,2,D4,1917,3
17678,O217915,11238,CLINTON HILL,1981,123 CAMBRIDGE PLACE,01 ONE FAMILY HOMES,1,A4,1899,1
17679,O332427,11201,COBBLE HILL,300,401 HICKS STREET,12  CONDOS - WALKUP APARTMENTS,2,R2,1900,NA
17680,O281932,11225,CROWN HEIGHTS,1282,1130-36 PRESIDENT STREET,02 TWO FAMILY HOMES,1,S2,1920,4
17681,O193429,11238,CROWN HEIGHTS,1126,629 CLASSON AVENUE,27  FACTORIES,4,F9,1930,4
17682,O33795,11228,DYKER HEIGHTS,6301,1138 82ND   STREET,01 ONE FAMILY HOMES,1,A1,1925,1
17683,O242971,11218,FLATBUSH-CENTRAL,5093,1221 ALBEMARLE ROAD,01 ONE FAMILY HOMES,1,A1,1905,1
17684,O33790,11238,FORT GREENE,1958,404 CLERMONT AVENUE,02 TWO FAMILY HOMES,1,B3,1931,1
17685,O43916,11205,FORT GREENE,2105,244 DEKALB AVENUE,03 THREE FAMILY HOMES,1,C0,1930,2
17686,O167970,11217,GOWANUS,434,650 SACKETT STREET,27  FACTORIES,4,P5,1931,8
17687,O43917,11230,OCEAN PARKWAY-NORTH,6529,1059 EAST 8TH   STREET,01 ONE FAMILY HOMES,1,A3,2001,1
17688,O356850,11223,OCEAN PARKWAY-NORTH,6662,1732 OCEAN PARKWAY,02 TWO FAMILY HOMES,1,B2,1920,1
17689,O133792,11218,OCEAN PARKWAY-NORTH,5386,561 EAST 2ND STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1923,2
17690,O257183,11223,OCEAN PARKWAY-SOUTH,7176,346 AVENUE W,01 ONE FAMILY HOMES,1,A3,2002,1
17691,O266930,11215,PARK SLOPE,995,470 6 STREET,03 THREE FAMILY HOMES,1,C0,1901,2
17692,O93815,11215,PARK SLOPE,1083,"90 PROSPECT PARK WEST, 4L                ",09  COOPS - WALKUP APARTMENTS,2C,C6,1908,2
17693,O157932,11215,PARK SLOPE SOUTH,1043,295 15TH   STREET,02 TWO FAMILY HOMES,1,B3,1899,1
17694,O143698,11215,PARK SLOPE SOUTH,1056,288 16TH STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1931,1
17695,O58328,11238,PROSPECT HEIGHTS,1136,542 CARLTON AVENUE,02 TWO FAMILY HOMES,1,B1,1910,1
17696,O182973,11206,WILLIAMSBURG-CENTRAL,2263,200 WALLABOUT STREET,28  COMMERCIAL CONDOS,4,R5,1931,NA
17697,O342232,11206,WILLIAMSBURG-EAST,3040,28 SCHOLES STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1920,2
17698,O382233,11211,WILLIAMSBURG-NORTH,2367,17 FILLMORE PLACE,03 THREE FAMILY HOMES,1,C0,1899,2
17699,O118711,11249,WILLIAMSBURG-SOUTH,2134,440 KENT AVENUE,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17700,O182971,11209,BAY RIDGE,5956,7725 SHORE ROAD,01 ONE FAMILY HOMES,1,A1,1920,1
17701,O118713,11209,BAY RIDGE,6118,9401 5TH AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C7,1927,4
17702,O167982,11233,BEDFORD STUYVESANT,1681,326A DECATUR STREET,03 THREE FAMILY HOMES,1,C0,1899,2
17703,O8230,11216,BEDFORD STUYVESANT,1855,124 MACDONOUGH STREET,03 THREE FAMILY HOMES,1,C0,1899,2
17704,O306628,11205,BEDFORD STUYVESANT,1950,474 LAFAYETTE AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1905,2
17705,O43955,11238,BEDFORD STUYVESANT,1973,447 CLASSON AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C3,1899,2
17706,O133771,11217,BOERUM HILL,184,403 PACIFIC STREET,04  TAX CLASS 1 CONDOS,1C,R6,2008,NA
17707,O157905,11207,BUSHWICK,3415,74 ELDERT STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1909,2
17708,O43957,11231,CARROLL GARDENS,344,181 PRESIDENT STREET,29  COMMERCIAL GARAGES,4,G9,1931,1
17709,O392807,11201,COBBLE HILL,305,26 WARREN PLACE,01 ONE FAMILY HOMES,1,A4,1899,1
17710,O182957,11201,COBBLE HILL,305,22 WARREN PLACE,01 ONE FAMILY HOMES,1,A4,1899,1
17711,O157899,11238,CROWN HEIGHTS,1147,659 WASHINGTON AVENUE,02 TWO FAMILY HOMES,1,S2,1931,4
17712,O58305,11216,CROWN HEIGHTS,1207,1257 DEAN STREET,03 THREE FAMILY HOMES,1,C0,1899,2
17713,O33767,11213,CROWN HEIGHTS,1222,875 ST MARKS AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1899,NA
17714,O317249,11216,CROWN HEIGHTS,1254,175 ROGERS AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1910,2
17715,O68241,11201,DOWNTOWN-FULTON FERRY,28,133 WATER STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17716,O217973,11201,DOWNTOWN-FULTON FERRY,53,100 JAY STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17717,O317254,11201,DOWNTOWN-FULTON FERRY,53,100 JAY STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17718,O342249,11201,DOWNTOWN-FULTON MALL,271,199 STATE STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17719,O133751,11225,FLATBUSH-LEFFERTS GARDEN,5047,274 HAWTHORNE STREET,05  TAX CLASS 1 VACANT LAND,1B,V0,0,NA
17720,O332384,11215,GOWANUS,454,502 CARROLL STREET,03 THREE FAMILY HOMES,1,C0,1931,2
17721,O157881,11214,GRAVESEND,6417,8760 23RD   AVENUE,01 ONE FAMILY HOMES,1,A1,1910,2
17722,O58297,11222,GREENPOINT,2540,87 JAVA STREET,03 THREE FAMILY HOMES,1,C0,1899,2
17723,O382212,11222,GREENPOINT,2684,58 NEWELL STREET,03 THREE FAMILY HOMES,1,C0,1910,2
17724,O93850,11222,GREENPOINT,2549,60 JAVA STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2008,NA
17725,O306594,11229,MADISON,6782,1926 KINGS HIGHWAY,01 ONE FAMILY HOMES,1,S1,1925,4
17726,O133732,11210,MIDWOOD,7643,3385 BEDFORD AVENUE,01 ONE FAMILY HOMES,1,A1,1920,1
17727,O306591,11230,OCEAN PARKWAY-NORTH,6511,846 EAST 9TH STREET,02 TWO FAMILY HOMES,1,B2,1925,1
17728,O43978,11223,OCEAN PARKWAY-SOUTH,7129,400 AVENUE U,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2009,NA
17729,O133730,11223,OCEAN PARKWAY-SOUTH,7129,400 AVENUE U,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2009,NA
17730,O58287,11215,PARK SLOPE SOUTH,1047,547 4 AVENUE,03 THREE FAMILY HOMES,1,C0,1899,NA
17731,O143731,11211,WILLIAMSBURG-EAST,2743,126 WITHERS,07  RENTALS - WALKUP APARTMENTS,2A,C2,1928,2
17732,O217989,11249,WILLIAMSBURG-NORTH,2357,64 NORTH 3RD   STREET,01 ONE FAMILY HOMES,1,A9,1901,NA
17733,O266999,11211,WILLIAMSBURG-NORTH,2305,137 BEDFORD AVENUE,02 TWO FAMILY HOMES,1,B2,1910,1
17734,O33746,11249,WILLIAMSBURG-NORTH,2326,120 NORTH 7TH STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2007,NA
17735,O356800,11249,WILLIAMSBURG-SOUTH,2130,60 BROADWAY,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17736,O232945,11218,WINDSOR TERRACE,872,603 17TH STREET,02 TWO FAMILY HOMES,1,B9,1960,1
17737,O68261,11228,BATH BEACH,6360,1510 86TH   STREET,02 TWO FAMILY HOMES,1,S2,1931,4
17738,O306589,11214,BATH BEACH,6372,8705 19TH   AVENUE,02 TWO FAMILY HOMES,1,S2,1919,4
17739,O133720,11209,BAY RIDGE,5996,205 82ND   STREET,01 ONE FAMILY HOMES,1,A1,1935,1
17740,O93872,11209,BAY RIDGE,6009,529 83RD STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1922,2
17741,O157876,11233,BEDFORD STUYVESANT,1670,410 MACON STREET,02 TWO FAMILY HOMES,1,B3,1899,1
17742,O157875,11233,BEDFORD STUYVESANT,1687,201 CHAUNCEY STREET,02 TWO FAMILY HOMES,1,B1,1927,2
17743,O83264,11216,BEDFORD STUYVESANT,1838,109 HALSEY STREET,03 THREE FAMILY HOMES,1,C0,1901,2
17744,O157869,11221,BEDFORD STUYVESANT,1589,28 STUYVESANT AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C3,1901,2
17745,O143752,11221,BEDFORD STUYVESANT,1826,474 MADISON STREET,07  RENTALS - WALKUP APARTMENTS,2B,C1,1910,2
17746,O267020,11205,BEDFORD STUYVESANT,1950,1040 BEDFORD AVENUE,22  STORE BUILDINGS,4,K5,1978,5
17747,O281863,11214,BENSONHURST,6286,8005 19TH   AVENUE,02 TWO FAMILY HOMES,1,B2,1925,1
17748,O382173,11201,BOERUM HILL,391,173 SMITH STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1905,NA
17749,O366984,11204,BOROUGH PARK,5449,1763 49TH STREET,02 TWO FAMILY HOMES,1,B3,1920,1
17750,O68282,11219,BOROUGH PARK,5689,1121 57TH   STREET,02 TWO FAMILY HOMES,1B,V0,1935,NA
17751,O143755,11219,BOROUGH PARK,5689,1117 57TH   STREET,02 TWO FAMILY HOMES,1B,V0,1960,NA
17752,O168039,11201,BROOKLYN HEIGHTS,230,"35 CLARK STREET, E2                      ",10  COOPS - ELEVATOR APARTMENTS,2,D4,1923,3
17753,O317281,11201,BROOKLYN HEIGHTS,236,78 CLARK STREET,10  COOPS - ELEVATOR APARTMENTS,2,D4,1960,3
17754,O118756,11221,BUSHWICK,3314,86 MENAHAN STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1931,2
17755,O44001,11221,BUSHWICK,3361,1287 MADISON STREET,14  RENTALS - 4-10 UNIT,2A,S4,1931,4
17756,O267024,11221,BUSHWICK,3194,666 BUSHWICK AVENUE,22  STORE BUILDINGS,4,K5,1950,5
17757,O257095,11236,CANARSIE,8318,9520 SEAVIEW AVENUE,21  OFFICE BUILDINGS,4,O9,1963,5
17758,O83250,11238,CLINTON HILL,2015,1004 FULTON STREET,14  RENTALS - 4-10 UNIT,2B,S5,1930,4
17759,O392834,11238,CLINTON HILL,2015,1012 FULTON STREET,14  RENTALS - 4-10 UNIT,2A,S4,1931,4
17760,O93895,11201,COBBLE HILL,302,"205 WARREN STREET, 3A                    ",09  COOPS - WALKUP APARTMENTS,2,C6,1901,2
17761,O281850,11231,COBBLE HILL-WEST,363,34 WOODHULL STREET,03 THREE FAMILY HOMES,1,C0,1910,2
17762,O356782,11238,CROWN HEIGHTS,1224,681 FRANKLIN AVENUE,02 TWO FAMILY HOMES,1,S2,1901,4
17763,O8171,11213,CROWN HEIGHTS,1250,1058 STERLING PLACE,02 TWO FAMILY HOMES,1,B9,1915,1
17764,O243040,11225,CROWN HEIGHTS,1290,1222 CARROLL STREET,02 TWO FAMILY HOMES,1,B9,1901,1
17765,O207529,11238,CROWN HEIGHTS,1245,763 FRANKLIN AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C2,1931,2
17766,O207528,11201,DOWNTOWN-FULTON FERRY,27,1 MAIN STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1931,NA
17767,O44026,11201,DOWNTOWN-FULTON FERRY,36,30 MAIN STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1910,NA
17768,O257086,11201,DOWNTOWN-METROTECH,2058,365 BRIDGE STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1800,NA
17769,O392863,11219,DYKER HEIGHTS,5880,1004 BAY RIDGE AVENUE,35  INDOOR PUBLIC AND CULTURAL FACILITIES,4,P2,1931,5
17770,O33700,11212,EAST NEW YORK,3816,454-470 LIVONIA AVENUE,30  WAREHOUSES,4,E3,1970,6
17771,O182910,11226,FLATBUSH-CENTRAL,5083,24 LENOX ROAD,05  TAX CLASS 1 VACANT LAND,1B,V0,0,11
17772,O257069,11225,FLATBUSH-LEFFERTS GARDEN,1320,271 LEFFERTS AVENUE,01 ONE FAMILY HOMES,1,A4,1910,1
17773,O182909,11226,FLATBUSH-LEFFERTS GARDEN,5026,7 PARKSIDE COURT,03 THREE FAMILY HOMES,1,C0,1910,2
17774,O44032,11215,GOWANUS,1021,494 4TH AVENUE,02 TWO FAMILY HOMES,1,S2,1931,4
17775,O133688,11211,GREENPOINT,2721,50 BAYARD STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2008,NA
17776,O317314,11221,OCEAN HILL,1484,920 MADISON STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1930,2
17777,O83222,11230,OCEAN PARKWAY-NORTH,6591,1456 EAST 10TH STREET,03 THREE FAMILY HOMES,1,C0,1920,2
17778,O243046,11223,OCEAN PARKWAY-SOUTH,7104,2060 EAST 1ST STREET,01 ONE FAMILY HOMES,1,A1,1925,1
17779,O342328,11217,PARK SLOPE,937,646 WARREN STREET,03 THREE FAMILY HOMES,1,C0,1998,2
17780,O108050,11217,PARK SLOPE,942,126 PARK PLACE,03 THREE FAMILY HOMES,1,C0,1899,2
17781,O58231,11215,PARK SLOPE,1071,"259 GARFIELD PLACE, 1L                   ",09  COOPS - WALKUP APARTMENTS,2,C6,1904,2
17782,O182893,11215,PARK SLOPE,974,310 SECOND STREET,12  CONDOS - WALKUP APARTMENTS,2,R2,0,NA
17783,O133684,11215,PARK SLOPE SOUTH,1018,473 11TH STREET,01 ONE FAMILY HOMES,1,A9,1899,1
17784,O317320,11238,PROSPECT HEIGHTS,1153,351 PROSPECT PLACE,03 THREE FAMILY HOMES,1,C0,1905,2
17785,O317322,11231,RED HOOK,518,70 DELEVAN STREET,30  WAREHOUSES,4,E3,1918,6
17786,O143813,11224,SEAGATE,7042,4016 ATLANTIC AVENUE,01 ONE FAMILY HOMES,1,A1,1920,1
17787,O133682,11211,WILLIAMSBURG-CENTRAL,2212,205 PENN STREET,02 TWO FAMILY HOMES,1,B9,1901,1
17788,O68323,11211,WILLIAMSBURG-EAST,2774,243 LEONARD STREET,02 TWO FAMILY HOMES,1,B9,1899,1
17789,O118801,11249,WILLIAMSBURG-NORTH,2380,NORTH 1ST   STREET,05  TAX CLASS 1 VACANT LAND,1B,V0,0,2
17790,O93917,11249,WILLIAMSBURG-SOUTH,2469,24 DUNHAM PLACE,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17791,O8142,11218,WINDSOR TERRACE,5282,118 EAST 4TH   STREET,02 TWO FAMILY HOMES,1,B1,1910,1
17792,O232868,11214,BATH BEACH,6408,8730 20TH   AVENUE,02 TWO FAMILY HOMES,1,B3,1899,1
17793,O157817,11209,BAY RIDGE,6046,8724 COLONIAL ROAD,02 TWO FAMILY HOMES,1,B1,1925,1
17794,O281818,11206,BEDFORD STUYVESANT,1774,20 PULASKI STREET,02 TWO FAMILY HOMES,1,B3,1910,1
17795,O108046,11221,BEDFORD STUYVESANT,1627,751 QUINCY STREET,03 THREE FAMILY HOMES,1,C0,1899,2
17796,O193548,11233,BEDFORD STUYVESANT,1687,183 CHAUNCEY STREET,03 THREE FAMILY HOMES,1,C0,2010,2
17797,O332293,11233,BEDFORD STUYVESANT,1695,316 PATCHEN AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C2,1930,2
17798,O108045,11238,BEDFORD STUYVESANT,1967,105 LEXINGTON AVENUE,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1930,NA
17799,O193550,11205,BEDFORD STUYVESANT,1716,480 FLUSHING AVENUE,29  COMMERCIAL GARAGES,4,G1,1931,10
17800,O157814,11234,BERGEN BEACH,8438,6917 AVENUE W,01 ONE FAMILY HOMES,1,A3,1990,1
17801,O356739,11204,BOROUGH PARK,5517,1634 60 STREET,02 TWO FAMILY HOMES,1,B2,1935,1
17802,O356733,11220,BOROUGH PARK,5693,845 58TH STREET,02 TWO FAMILY HOMES,1,B1,1920,1
17803,O168111,11204,BOROUGH PARK,6553,2227 65TH   STREET,02 TWO FAMILY HOMES,1,S2,1931,4
17804,O8128,11204,BOROUGH PARK,5507,5806 21 AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C3,1931,2
17805,O342347,11219,BOROUGH PARK,5695,1057 58TH   STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1920,2
17806,O243091,11219,BOROUGH PARK,5623,4603 13TH   AVENUE,22  STORE BUILDINGS,4,K2,1920,4
17807,O332265,11235,BRIGHTON BEACH,7260,363 NEPTUNE AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C2,1930,2
17808,O232836,11221,BUSHWICK,3340,1166 GATES AVENUE,03 THREE FAMILY HOMES,1,C0,1910,2
17809,O207485,11206,BUSHWICK,3132,30 FAYETTE STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1931,2
17810,O392909,11207,BUSHWICK,3435,620 WILSON AVENUE,14  RENTALS - 4-10 UNIT,2A,S4,1931,4
17811,O306492,11238,CLINTON HILL,1984,502 CLASSON AVENUE,03 THREE FAMILY HOMES,1,C0,1899,2
17812,O193567,11205,CLINTON HILL,1891,491 MYRTLE AVENUE,31  COMMERCIAL VACANT LAND,2B,S5,2015,4
17813,O367069,11201,COBBLE HILL,300,101 WARREN STREET,12  CONDOS - WALKUP APARTMENTS,2,R2,1900,NA
17814,O133655,11238,CROWN HEIGHTS,1154,667 WASHINGTON AVENUE,02 TWO FAMILY HOMES,1,S2,1930,4
17815,O281801,11238,CROWN HEIGHTS,1177,429 LINCOLN PLACE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1911,2
17816,O33648,11208,CYPRESS HILLS,4107,880 JAMAICA AVENUE,30  WAREHOUSES,4,E9,1996,6
17817,O33646,11201,DOWNTOWN-FULTON FERRY,53,100 JAY STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17818,O18817,11201,DOWNTOWN-FULTON MALL,269,110 LIVINGSTON STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1926,NA
17819,O58212,11219,DYKER HEIGHTS,5880,1044 BAY RIDGE AVENUE,03 THREE FAMILY HOMES,1,C0,1925,2
17820,O232828,11228,DYKER HEIGHTS,6155,1257 70TH   STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1930,2
17821,O342358,11226,FLATBUSH-CENTRAL,5074,46 RUGBY ROAD,01 ONE FAMILY HOMES,1,A1,1899,1
17822,O33643,11226,FLATBUSH-CENTRAL,5108,2807 SNYDER AVENUE,02 TWO FAMILY HOMES,1,B3,1901,1
17823,O292615,11226,FLATBUSH-CENTRAL,5085,743 ROGERS AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C2,1931,2
17824,O44078,11225,FLATBUSH-LEFFERTS GARDEN,5046,194 HAWTHORNE,02 TWO FAMILY HOMES,1B,V0,1901,2
17825,O243096,11217,FORT GREENE,2100,"21 SOUTH PORTLAND AVENU, 1               ",09  COOPS - WALKUP APARTMENTS,2C,C6,1930,2
17826,O218088,11238,FORT GREENE,2120,381 CARLTON AVENUE,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17827,O182850,11222,GREENPOINT,2576,209 MC GUINNESS BLVD,02 TWO FAMILY HOMES,,,0,NA
17828,O292631,11222,GREENPOINT,2657,245 NASSAU AVENUE,03 THREE FAMILY HOMES,1,C0,1901,2
17829,O157780,11222,GREENPOINT,2618,160 GUERNSEY STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1899,2
17830,O133643,11222,GREENPOINT,2703,125 DRIGGS AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C2,1928,2
17831,O243100,11229,MADISON,7334,3364 NOSTRAND AVENUE,21  OFFICE BUILDINGS,4,O7,1950,5
17832,O143847,11230,MIDWOOD,6711,985 EAST 18TH   STREET,01 ONE FAMILY HOMES,1,A1,1910,1
17833,O257015,11210,MIDWOOD,7681,2702 AVENUE N,02 TWO FAMILY HOMES,1,B1,1940,1
17834,O281779,11230,MIDWOOD,6767,2057 OCEAN AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C2,1924,2
17835,O157773,11234,MILL BASIN,8602,2671 EAST 66TH STREET,01 ONE FAMILY HOMES,1,A1,1965,1
17836,O367097,11205,NAVY YARD,2032,42 CLERMONT AVENUE,03 THREE FAMILY HOMES,1,C0,1899,2
17837,O182838,11233,OCEAN HILL,1552,1325 HERKIMER STREET,37  RELIGIOUS FACILITIES,4,M1,1910,8
17838,O356696,11223,OCEAN PARKWAY-NORTH,6661,1812 EAST 5TH   STREET,02 TWO FAMILY HOMES,1,B2,1925,1
17839,O218107,11223,OCEAN PARKWAY-SOUTH,7104,2029 WEST STREET,01 ONE FAMILY HOMES,1,A1,1925,1
17840,O306463,11223,OCEAN PARKWAY-SOUTH,7212,12 COBEK COURT,29  COMMERCIAL GARAGES,4,G1,1988,10
17841,O58175,11215,PARK SLOPE,1090,"808 8 AVENUE, 8                          ",09  COOPS - WALKUP APARTMENTS,2C,C6,1905,2
17842,O118840,11215,PARK SLOPE,1075,"44 PROSPECT PARK WEST, F-9               ",10  COOPS - ELEVATOR APARTMENTS,2,D4,1940,3
17843,O8094,11217,PARK SLOPE,945,100 STERLING PLACE,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
17844,O182826,11238,PROSPECT HEIGHTS,1122,858 ATLANTIC AVENUE,29  COMMERCIAL GARAGES,4,G1,1930,10
17845,O143882,11231,RED HOOK,534,30 HUNTINGTON STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1921,2
17846,O8092,11232,SUNSET PARK,685,815 5 AVENUE,02 TWO FAMILY HOMES,1,B1,1920,NA
17847,O292644,11232,SUNSET PARK,924,4224 8TH AVENUE,02 TWO FAMILY HOMES,1,S2,1919,4
17848,O143886,11220,SUNSET PARK,840,540 56TH STREET,03 THREE FAMILY HOMES,1,C0,1901,2
