Building ID,Owner ID,zip_code,neighborhood,block,address,building_class_category,tax_class,building_class,year_built,LandUse
6518,O106655,11229,MADISON,6802,2226 OCEAN AVENUE,14  RENTALS - 4-10 UNIT,2A,S3,1923,11
6519,O231729,11223,OCEAN PARKWAY-SOUTH,7088,1931 OCEAN PARKWAY,03 THREE FAMILY HOMES,1,C0,1930,2
6520,O280622,11217,PARK SLOPE,932,103 ST MARKS PLACE,04  TAX CLASS 1 CONDOS,1C,R6,2003,NA
6521,O367620,11215,PARK SLOPE,1077,211 8TH AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1920,2
6522,O94554,11231,RED HOOK,508,35 BOWNE STREET,30  WAREHOUSES,4,E9,1955,6
6523,O69533,11220,SUNSET PARK,791,5001 4TH AVENUE,14  RENTALS - 4-10 UNIT,2B,S9,1931,4
6524,O57016,11220,SUNSET PARK,863,5902 5TH AVENUE,14  RENTALS - 4-10 UNIT,2B,S9,1931,4
6525,O169263,11232,SUNSET PARK,728,4302 4 AVENUE,33  EDUCATIONAL FACILITIES,4,W9,1931,8
6526,O255811,11211,WILLIAMSBURG-NORTH,2382,251 GRAND STREET,02 TWO FAMILY HOMES,1,S2,1910,4
6527,O318578,11209,BAY RIDGE,5908,7201 3RD AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C7,1931,4
6528,O132441,11228,BAY RIDGE,6092,111 DAHLGREN PLACE,07  RENTALS - WALKUP APARTMENTS,2B,C7,1994,4
6529,O393511,11209,BAY RIDGE,5874,6929 5 AVENUE,14  RENTALS - 4-10 UNIT,2A,S9,1931,4
6530,O219410,11205,BEDFORD STUYVESANT,1912,622 MYRTLE AVENUE,02 TWO FAMILY HOMES,1,S2,1955,4
6531,O244281,11217,BOERUM HILL,179,478 STATE STREET,01 ONE FAMILY HOMES,1,A4,1915,1
6532,O381500,11217,BOERUM HILL,389,51 ST MARKS PLACE,02 TWO FAMILY HOMES,1,B1,1899,1
6533,O157266,11221,BUSHWICK,3374,97 CORNELIA STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1913,2
6534,O380811,11207,BUSHWICK,3451,1441 BUSHWICK AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C2,1911,2
6535,O157269,11236,CANARSIE,8112,9411 DITMAS AVENUE,30  WAREHOUSES,4,E1,1970,6
6536,O56993,11231,CARROLL GARDENS,460,39 3RD STREET,02 TWO FAMILY HOMES,1,B9,1901,1
6537,O157272,11231,CARROLL GARDENS,422,406 DEGRAW STREET,03 THREE FAMILY HOMES,1,C0,1899,2
6538,O44645,11238,CLINTON HILL,1929,215 LAFAYETTE AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1905,2
6539,O181627,11231,COBBLE HILL-WEST,309,95 KANE STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1900,1
6540,O120135,11213,CROWN HEIGHTS,1278,1345 PRESIDENT STREET,01 ONE FAMILY HOMES,1,S1,1910,4
6541,O181624,11201,DOWNTOWN-FULTON FERRY,52,85 ADAMS STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
6542,O206859,11226,FLATBUSH-CENTRAL,5193,1157 ROGERS AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1931,2
6543,O32429,11215,GOWANUS,1039,84 14TH   STREET,41  TAX CLASS 4 - OTHER,4,Z9,1987,NA
6544,O318631,11222,GREENPOINT,2566,131 NOBLE STREET,03 THREE FAMILY HOMES,1,C0,1899,2
6545,O132427,11222,GREENPOINT,2533,190 HURON STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1931,2
6546,O7545,11215,PARK SLOPE,999,291 8 STREET,03 THREE FAMILY HOMES,1,C0,1899,2
6547,O82593,11215,PARK SLOPE,1093,536 9TH STREET,07  RENTALS - WALKUP APARTMENTS,2B,C1,1920,2
6548,O169305,11215,WINDSOR TERRACE,1106,24 PROSPECT PARK SW,03 THREE FAMILY HOMES,1,C0,1899,2
6549,O182286,11221,BEDFORD STUYVESANT,1645,626 MADISON STREET,07 RENTALS - WALKUP APARTMENTS,2A,C3,1899,2
6550,O367613,11214,BENSONHURST,6346,2053 86TH   STREET,02 TWO FAMILY HOMES,1,S2,1921,4
6551,O6861,11214,BENSONHURST,6346,2051 86TH   STREET,22 STORE BUILDINGS,4,K4,1931,4
6552,O232326,11219,BOROUGH PARK,5650,1436 50TH STREET,03 THREE FAMILY HOMES,1,C0,1965,2
6553,O255767,11205,CLINTON HILL,1903,186 WASHINGTON AVENUE,03 THREE FAMILY HOMES,1,C0,1899,2
6554,O331667,11205,CLINTON HILL,1901,186 CLINTON AVENUE,07 RENTALS - WALKUP APARTMENTS,2B,C1,1905,2
6555,O330982,11222,GREENPOINT,2706,3 SUTTON STREET,07 RENTALS - WALKUP APARTMENTS,2A,C2,2001,2
6556,O368312,11230,MIDWOOD,6738,1284 EAST 19TH   STREET,01 ONE FAMILY HOMES,1,A2,1965,1
6557,O169311,11230,OCEAN PARKWAY-NORTH,6512,915 AVENUE I,01 ONE FAMILY HOMES,1,A1,1925,1
6558,O342845,11217,PARK SLOPE,945,113 ST. JOHN,03 THREE FAMILY HOMES,1,C0,1899,2
6559,O132404,11215,PARK SLOPE,964,251 1 STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2015,NA
6560,O168642,11215,PARK SLOPE,964,251 1 STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2015,NA
